Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2636 612,13-Oct-20,Tuesday,19,Visa,CVC,£62,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,42.4,Metro,0
#3340 697,13-Oct-20,Tuesday,19,MasterCard,CVC,£23,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,54.7,Barclays,0
#3225 286,14-Oct-20,Wednesday,23,Visa,PIN,£18,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,17.4,RBS,0
#3685 831,14-Oct-20,Wednesday,7,MasterCard,Tap,£11,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,36.4,Barclays,0
#3386 611,13-Oct-20,Tuesday,17,MasterCard,CVC,£12,Online,Entertainment,Russia,Russia,United Kingdom,F,53.4,Lloyds,1
#3438 997,13-Oct-20,Tuesday,13,MasterCard,CVC,£64,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39,Monzo,0
#3312 128,14-Oct-20,Wednesday,21,Visa,PIN,£23,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,43.9,Monzo,0
#2804 609,13-Oct-20,Tuesday,11,MasterCard,PIN,£364,POS,Products,Russia,Russia,United Kingdom,M,62.1,Metro,0
#2614 187,14-Oct-20,Wednesday,23,Visa,PIN,£30,ATM,Food,China,China,United Kingdom,F,35.2,Metro,0
#3581 437,13-Oct-20,Tuesday,18,Visa,PIN,£237,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,41.4,HSBC,0
#2548 590,14-Oct-20,Wednesday,9,MasterCard,CVC,£9,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,39.6,HSBC,0
#3664 140,14-Oct-20,Wednesday,11,Visa,Tap,£9,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,47,Barclays,0
#2855 941,14-Oct-20,Wednesday,15,Visa,CVC,£16,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,46.5,Metro,0
#3598 655,14-Oct-20,Wednesday,23,MasterCard,PIN,£180,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,39.2,Halifax,0
#2593 954,14-Oct-20,Wednesday,14,Visa,Tap,£10,POS,Services,United Kingdom,China,United Kingdom,F,52.6,Barclays,0
#2981 038,14-Oct-20,Wednesday,9,MasterCard,PIN,£113,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,48.9,HSBC,0
#3563 824,13-Oct-20,Tuesday,18,Visa,PIN,£16,ATM,Entertainment,India,India,India,F,51.2,Metro,0
#3102 822,13-Oct-20,Tuesday,19,MasterCard,CVC,£8,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,51.4,Lloyds,0
#3365 858,14-Oct-20,Wednesday,2,Visa,CVC,£210,Online,Subscription,India,India,United Kingdom,F,39.7,Barclays,1
#3115 853,14-Oct-20,Wednesday,15,Visa,PIN,£203,POS,Fashion,India,India,India,F,55.8,Metro,0
#3510 088,13-Oct-20,Tuesday,7,MasterCard,CVC,£231,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,56.3,HSBC,0
#3193 841,13-Oct-20,Tuesday,20,MasterCard,PIN,£12,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,41,RBS,0
#3477 073,14-Oct-20,Wednesday,19,Visa,CVC,£27,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,42,RBS,0
#2914 148,13-Oct-20,Tuesday,15,Visa,PIN,£7,ATM,Services,United Kingdom,China,United Kingdom,M,43.4,RBS,0
#3277 935,14-Oct-20,Wednesday,12,MasterCard,Tap,£21,POS,Entertainment,USA,USA,USA,M,55.9,RBS,0
#3367 984,14-Oct-20,Wednesday,7,MasterCard,CVC,£264,Online,Products,USA,USA,USA,F,38.4,HSBC,0
#3364 866,14-Oct-20,Wednesday,19,Visa,Tap,£19,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,51.7,Halifax,0
#2738 928,14-Oct-20,Wednesday,15,Visa,CVC,£207,Online,Food,United Kingdom,China,United Kingdom,M,38.2,Barclays,0
#3630 363,13-Oct-20,Tuesday,14,Visa,Tap,£7,POS,Fashion,USA,USA,USA,M,42,HSBC,0
#3304 406,14-Oct-20,Wednesday,17,MasterCard,Tap,£15,POS,Restaurant,China,China,China,M,59.1,Lloyds,0
#2603 565,13-Oct-20,Tuesday,23,Visa,PIN,£126,ATM,Services,United Kingdom,India,United Kingdom,M,32.4,RBS,0
#3074 153,14-Oct-20,Wednesday,16,Visa,PIN,£106,POS,Restaurant,United Kingdom,Russia,United Kingdom,M,31,Barclays,0
#3347 513,13-Oct-20,Tuesday,9,MasterCard,Tap,£7,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,34.9,Barlcays,0
#2754 788,14-Oct-20,Wednesday,11,Visa,PIN,£156,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,36.9,Barlcays,0
#2826 872,14-Oct-20,Wednesday,12,Visa,PIN,£22,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,51.9,Lloyds,0
#2640 135,14-Oct-20,Wednesday,7,Visa,Tap,£30,POS,Electronics,United Kingdom,India,United Kingdom,M,51.2,RBS,1
#3213 024,14-Oct-20,Wednesday,7,MasterCard,PIN,£104,ATM,Subscription,United Kingdom,Russia,United Kingdom,F,52.7,Barclays,0
#2756 097,13-Oct-20,Tuesday,10,Visa,PIN,£213,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,43.8,Barclays,0
#3066 485,13-Oct-20,Tuesday,16,Visa,Tap,£30,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,39.2,Barlcays,0
#3430 805,13-Oct-20,Tuesday,12,MasterCard,CVC,£23,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,46.8,RBS,0
#2929 962,13-Oct-20,Tuesday,16,MasterCard,Tap,£25,POS,Subscription,India,India,United Kingdom,F,56.2,Barclays,0
#2625 013,13-Oct-20,Tuesday,2,Visa,CVC,£15,Online,Electronics,India,United Kingdom,India,M,36.9,Metro,1
#2656 084,14-Oct-20,Wednesday,18,MasterCard,CVC,£109,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,47.7,Barclays,0
#2849 501,13-Oct-20,Tuesday,13,MasterCard,Tap,£15,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,50.1,Lloyds,0
#3366 498,14-Oct-20,Wednesday,10,MasterCard,PIN,£34,ATM,Products,China,China,China,M,42.7,Metro,0
#2782 715,14-Oct-20,Wednesday,8,MasterCard,PIN,£166,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,45.5,Lloyds,0
#3649 185,14-Oct-20,Wednesday,17,MasterCard,PIN,£299,POS,Entertainment,United Kingdom,USA,United Kingdom,F,46.2,Barlcays,0
#2617 106,14-Oct-20,Wednesday,9,MasterCard,Tap,£7,POS,Services,United Kingdom,China,United Kingdom,F,48.4,Barlcays,0
#2764 174,14-Oct-20,Wednesday,21,Visa,Tap,£5,POS,Restaurant,USA,USA,USA,F,44.1,RBS,0
#2841 207,14-Oct-20,Wednesday,17,MasterCard,PIN,£313,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,63.2,Monzo,0
#3186 143,13-Oct-20,Tuesday,18,MasterCard,CVC,£30,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,40.3,Barclays,0
#3190 510,13-Oct-20,Tuesday,15,MasterCard,PIN,£120,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,43.9,Lloyds,0
#3465 206,13-Oct-20,Tuesday,20,MasterCard,PIN,£12,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,51.5,Barclays,0
#2701 403,14-Oct-20,Wednesday,7,MasterCard,Tap,£18,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,44.5,Barclays,0
#2911 569,13-Oct-20,Tuesday,10,Visa,CVC,£30,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,50.3,Barclays,0
#3320 771,13-Oct-20,Tuesday,17,Visa,CVC,£8,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,62.2,Metro,0
#2695 994,13-Oct-20,Tuesday,7,MasterCard,PIN,£74,POS,Children,Russia,Russia,Russia,M,50.3,Halifax,0
#3079 906,13-Oct-20,Tuesday,21,MasterCard,PIN,£24,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,48.5,Monzo,0
#2987 630,13-Oct-20,Tuesday,8,MasterCard,Tap,£30,POS,Fashion,Russia,Russia,Russia,M,48.4,Halifax,0
#3649 035,13-Oct-20,Tuesday,7,Visa,PIN,£27,ATM,Children,USA,USA,USA,M,45.2,RBS,0
#3347 797,14-Oct-20,Wednesday,14,MasterCard,CVC,£13,Online,Products,United Kingdom,India,United Kingdom,M,35.7,Barclays,0
#3235 238,13-Oct-20,Tuesday,18,MasterCard,CVC,£379,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,54.9,Metro,0
#2776 786,14-Oct-20,Wednesday,21,Visa,CVC,£385,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,39.9,Barclays,0
#2748 935,13-Oct-20,Tuesday,22,Visa,Tap,£25,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,21.1,Barclays,0
#3507 554,14-Oct-20,Wednesday,15,Visa,PIN,£291,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,33.6,Lloyds,0
#3154 159,14-Oct-20,Wednesday,14,MasterCard,PIN,£18,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,36,Barlcays,0
#2633 141,14-Oct-20,Wednesday,2,Visa,PIN,£378,ATM,Entertainment,China,China,United Kingdom,F,47.5,Barclays,1
#3143 132,13-Oct-20,Tuesday,15,Visa,CVC,£6,Online,Food,United Kingdom,USA,United Kingdom,M,37.2,Barlcays,0
#3529 157,13-Oct-20,Tuesday,21,MasterCard,CVC,£151,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,30.8,Barclays,0
#3305 377,14-Oct-20,Wednesday,13,MasterCard,CVC,£27,Online,Subscription,USA,USA,USA,F,50.1,Lloyds,0
#3399 215,13-Oct-20,Tuesday,11,Visa,Tap,£15,POS,Entertainment,USA,United Kingdom,USA,M,38.7,Barclays,0
#2705 194,14-Oct-20,Wednesday,0,MasterCard,PIN,£23,ATM,Fashion,India,India,United Kingdom,F,49.1,Halifax,1
#3247 334,13-Oct-20,Tuesday,10,Visa,CVC,£21,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,53.6,Barlcays,0
#2628 458,13-Oct-20,Tuesday,19,Visa,Tap,£23,POS,Entertainment,China,China,China,F,38.4,Monzo,0
#3286 038,14-Oct-20,Wednesday,9,MasterCard,PIN,£261,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,49.9,Barclays,0
#2656 229,14-Oct-20,Wednesday,7,Visa,PIN,£27,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,64.7,Barclays,0
#3136 198,14-Oct-20,Wednesday,18,MasterCard,PIN,£14,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,21.1,Barclays,0
#2818 509,14-Oct-20,Wednesday,17,MasterCard,PIN,£359,ATM,Restaurant,Russia,Russia,United Kingdom,F,54.3,Barclays,0
#3117 431,14-Oct-20,Wednesday,7,Visa,CVC,£6,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,48.1,Barlcays,0
#2564 123,13-Oct-20,Tuesday,7,MasterCard,PIN,£217,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,36,Monzo,0
#3071 125,14-Oct-20,Wednesday,20,MasterCard,Tap,£18,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,57.9,Metro,0
#2898 948,14-Oct-20,Wednesday,23,Visa,CVC,£7,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,43.1,Lloyds,0
#2637 757,14-Oct-20,Wednesday,15,MasterCard,PIN,£206,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32.4,Barlcays,0
#3396 201,14-Oct-20,Wednesday,15,MasterCard,CVC,£20,Online,Products,Russia,Russia,Russia,M,27,Monzo,0
#2578 229,13-Oct-20,Tuesday,17,Visa,PIN,£24,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,45,Barclays,0
#3385 657,13-Oct-20,Tuesday,14,MasterCard,CVC,£8,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,46.1,Monzo,0
#3288 810,14-Oct-20,Wednesday,8,MasterCard,Tap,£6,POS,Subscription,United Kingdom,India,United Kingdom,F,56.4,Barclays,0
#3399 715,14-Oct-20,Wednesday,8,Visa,PIN,£6,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,37.7,Lloyds,0
#3612 625,14-Oct-20,Wednesday,16,Visa,PIN,£30,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,56.8,Metro,0
#2592 259,14-Oct-20,Wednesday,18,Visa,CVC,£13,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,24.6,RBS,0
#2784 414,13-Oct-20,Tuesday,10,Visa,PIN,£351,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,59.9,Barlcays,0
#3338 731,13-Oct-20,Tuesday,19,MasterCard,CVC,£310,Online,Products,China,China,United Kingdom,M,49.7,Barlcays,0
#2599 894,13-Oct-20,Tuesday,18,Visa,Tap,£22,POS,Subscription,China,China,China,F,52.6,Barlcays,0
#3160 960,13-Oct-20,Tuesday,22,MasterCard,PIN,£302,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,72.7,Lloyds,0
#2555 343,13-Oct-20,Tuesday,12,Visa,CVC,£301,Online,Gaming,Russia,Russia,Russia,F,25.3,Lloyds,0
#2884 097,13-Oct-20,Tuesday,13,Visa,CVC,£17,Online,Subscription,United Kingdom,USA,United Kingdom,F,37.9,HSBC,0
#3333 808,13-Oct-20,Tuesday,18,Visa,PIN,£162,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,49.5,Barclays,0
#3644 961,13-Oct-20,Tuesday,9,MasterCard,CVC,£8,Online,Subscription,China,China,China,F,60.8,Monzo,0
#2898 689,14-Oct-20,Wednesday,13,Visa,PIN,£202,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,32.9,RBS,0
#3127 656,14-Oct-20,Wednesday,13,Visa,CVC,£30,Online,Fashion,United Kingdom,China,United Kingdom,F,44,Lloyds,0
#3679 044,14-Oct-20,Wednesday,21,MasterCard,PIN,£71,ATM,Products,United Kingdom,China,United Kingdom,M,45.3,Metro,0
#3549 408,13-Oct-20,Tuesday,19,MasterCard,CVC,£352,Online,Children,India,India,India,M,56.9,Barlcays,0
#2970 937,13-Oct-20,Tuesday,16,MasterCard,CVC,£16,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,46.5,Barlcays,0
#3180 241,13-Oct-20,Tuesday,10,MasterCard,PIN,£203,POS,Food,USA,USA,USA,M,35.7,Metro,0
#2842 914,14-Oct-20,Wednesday,11,MasterCard,CVC,£24,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38.2,RBS,0
#3588 376,14-Oct-20,Wednesday,9,MasterCard,Tap,£10,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,37.2,Barclays,0
#3483 831,14-Oct-20,Wednesday,14,Visa,PIN,£30,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,46.9,Metro,0
#3302 382,14-Oct-20,Wednesday,18,Visa,PIN,£127,ATM,Subscription,India,India,United Kingdom,F,43.3,Monzo,0
#2685 114,14-Oct-20,Wednesday,22,MasterCard,PIN,£33,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,33.4,Barclays,0
#2628 846,13-Oct-20,Tuesday,20,MasterCard,PIN,£208,POS,Electronics,United Kingdom,China,United Kingdom,M,56.5,HSBC,0
#2781 510,14-Oct-20,Wednesday,23,Visa,CVC,£112,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,46.2,Lloyds,0
#3353 089,13-Oct-20,Tuesday,10,MasterCard,PIN,£11,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,31.7,Monzo,0
#2800 514,14-Oct-20,Wednesday,13,MasterCard,CVC,£22,Online,Gaming,Russia,Russia,Russia,F,46.5,RBS,0
#3295 744,14-Oct-20,Wednesday,7,Visa,PIN,£118,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,49.9,Halifax,0
#3059 959,14-Oct-20,Wednesday,10,Visa,CVC,£42,Online,Children,USA,USA,USA,F,56.2,Barlcays,0
#3520 622,14-Oct-20,Wednesday,9,Visa,PIN,£328,POS,Services,Russia,Russia,Russia,F,39.8,Barclays,0
#3065 898,13-Oct-20,Tuesday,10,MasterCard,Tap,£15,POS,Children,Russia,Russia,United Kingdom,F,38.9,RBS,1
#2959 634,14-Oct-20,Wednesday,13,Visa,Tap,£10,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,40.3,Lloyds,0
#3489 071,13-Oct-20,Tuesday,9,Visa,PIN,£118,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,39.8,RBS,0
#3624 913,13-Oct-20,Tuesday,9,Visa,CVC,£29,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,41.3,Barclays,0
#2554 344,13-Oct-20,Tuesday,19,Visa,CVC,£36,Online,Children,United Kingdom,USA,United Kingdom,M,46.5,Lloyds,0
#2746 791,14-Oct-20,Wednesday,1,Visa,CVC,£20,Online,Subscription,United Kingdom,Russia,United Kingdom,M,39.4,Barclays,1
#3216 891,13-Oct-20,Tuesday,20,Visa,PIN,£398,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,21.1,Barclays,0
#3667 681,13-Oct-20,Tuesday,5,MasterCard,CVC,£18,Online,Services,India,India,United Kingdom,M,40.2,Barlcays,1
#2977 893,14-Oct-20,Wednesday,18,MasterCard,PIN,£78,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,46.7,RBS,0
#2849 496,13-Oct-20,Tuesday,18,MasterCard,CVC,£24,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,48,Barclays,0
#3207 090,14-Oct-20,Wednesday,9,Visa,PIN,£26,ATM,Products,USA,USA,United Kingdom,F,47.1,Barclays,0
#2849 219,14-Oct-20,Wednesday,22,Visa,PIN,£251,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,61.6,HSBC,0
#2702 547,14-Oct-20,Wednesday,14,Visa,PIN,£26,ATM,Restaurant,USA,USA,USA,M,33.9,HSBC,0
#2750 253,14-Oct-20,Wednesday,7,Visa,Tap,£6,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48.7,Monzo,0
#3546 147,14-Oct-20,Wednesday,0,MasterCard,Tap,£10,POS,Children,USA,USA,United Kingdom,F,46.2,Lloyds,1
#2952 438,13-Oct-20,Tuesday,15,MasterCard,PIN,£13,ATM,Food,Russia,Russia,Russia,M,49.8,Monzo,0
#3399 361,14-Oct-20,Wednesday,20,MasterCard,CVC,£7,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,33.5,Metro,0
#3082 481,14-Oct-20,Wednesday,22,Visa,CVC,£310,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,35.3,Monzo,0
#3302 240,14-Oct-20,Wednesday,9,Visa,PIN,£250,ATM,Gaming,Russia,United Kingdom,Russia,F,35.9,Barclays,0
#3602 469,13-Oct-20,Tuesday,22,Visa,CVC,£356,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,45.7,Barclays,0
#2874 371,13-Oct-20,Tuesday,19,Visa,CVC,£8,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,40.4,HSBC,0
#3347 566,14-Oct-20,Wednesday,16,MasterCard,PIN,£170,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32,Barclays,0
#2827 457,13-Oct-20,Tuesday,9,Visa,CVC,£97,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,59.4,Lloyds,0
#2575 542,14-Oct-20,Wednesday,19,MasterCard,Tap,£7,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,36.9,Barlcays,0
#2723 498,13-Oct-20,Tuesday,20,MasterCard,PIN,£28,ATM,Services,United Kingdom,USA,United Kingdom,F,46.1,Metro,0
#3127 559,13-Oct-20,Tuesday,13,MasterCard,PIN,£388,ATM,Food,China,China,United Kingdom,M,38.3,Lloyds,0
#3318 464,13-Oct-20,Tuesday,15,Visa,Tap,£16,POS,Gaming,United Kingdom,India,United Kingdom,F,36.4,Barclays,0
#2639 211,14-Oct-20,Wednesday,16,Visa,CVC,£77,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,39.9,Lloyds,0
#3522 663,13-Oct-20,Tuesday,18,MasterCard,Tap,£25,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,40.1,Barclays,0
#3440 896,13-Oct-20,Tuesday,20,Visa,CVC,£268,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,53,Barclays,0
#2859 777,14-Oct-20,Wednesday,12,MasterCard,CVC,£16,Online,Fashion,Russia,Russia,Russia,M,57.5,Barclays,0
#2920 186,14-Oct-20,Wednesday,18,Visa,CVC,£22,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,36.8,Barclays,0
#2757 362,14-Oct-20,Wednesday,18,Visa,PIN,£120,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,43.5,Monzo,0
#3337 592,13-Oct-20,Tuesday,11,Visa,PIN,£393,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,53.2,Barclays,0
#2984 610,13-Oct-20,Tuesday,8,MasterCard,PIN,£26,ATM,Children,China,China,China,M,36.4,Lloyds,0
#3097 317,13-Oct-20,Tuesday,22,Visa,Tap,£11,POS,Products,India,India,India,F,57.3,Barclays,0
#3660 695,13-Oct-20,Tuesday,23,Visa,Tap,£9,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,42.1,Barlcays,0
#3304 636,13-Oct-20,Tuesday,14,Visa,PIN,£20,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,35.5,Barclays,0
#2893 644,14-Oct-20,Wednesday,21,Visa,Tap,£6,POS,Services,India,India,United Kingdom,F,47.8,Monzo,1
#2635 271,14-Oct-20,Wednesday,1,MasterCard,CVC,£334,Online,Subscription,USA,USA,United Kingdom,F,25.4,Barclays,1
#3575 984,14-Oct-20,Wednesday,18,Visa,PIN,£355,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,44.4,Lloyds,0
#3469 400,14-Oct-20,Wednesday,21,Visa,CVC,£283,Online,Restaurant,Russia,Russia,Russia,M,34.5,Metro,0
#2726 406,13-Oct-20,Tuesday,17,MasterCard,PIN,£12,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.7,HSBC,0
#3644 346,14-Oct-20,Wednesday,15,MasterCard,Tap,£21,POS,Gaming,United Kingdom,China,United Kingdom,M,51.5,RBS,0
#3227 914,13-Oct-20,Tuesday,8,MasterCard,PIN,£20,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,40,Barclays,0
#2903 580,14-Oct-20,Wednesday,22,Visa,CVC,£302,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,49.8,Metro,0
#2640 468,13-Oct-20,Tuesday,10,MasterCard,CVC,£368,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,49.4,RBS,0
#3426 831,14-Oct-20,Wednesday,19,Visa,Tap,£16,POS,Children,Russia,Russia,Russia,F,50.2,Halifax,0
#3601 808,13-Oct-20,Tuesday,11,Visa,CVC,£29,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,55.7,Barclays,0
#3322 619,14-Oct-20,Wednesday,12,Visa,PIN,£16,ATM,Food,Russia,Russia,Russia,M,32.2,Barclays,0
#3199 314,13-Oct-20,Tuesday,18,Visa,PIN,£387,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,58.9,Barclays,0
#3063 571,13-Oct-20,Tuesday,13,Visa,Tap,£25,POS,Children,USA,United Kingdom,USA,M,44.7,HSBC,0
#2812 073,13-Oct-20,Tuesday,18,MasterCard,CVC,£219,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,62.3,Barclays,0
#3086 838,13-Oct-20,Tuesday,17,Visa,PIN,£325,ATM,Food,United Kingdom,Russia,United Kingdom,F,63.8,Barlcays,0
#2815 643,13-Oct-20,Tuesday,19,Visa,CVC,£387,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,54.3,Barclays,0
#3427 937,13-Oct-20,Tuesday,17,Visa,Tap,£23,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,47.2,Metro,0
#3449 957,13-Oct-20,Tuesday,22,Visa,Tap,£24,POS,Entertainment,United Kingdom,USA,United Kingdom,M,49,Barclays,0
#3563 684,13-Oct-20,Tuesday,11,MasterCard,CVC,£394,Online,Products,USA,USA,USA,M,35.1,RBS,0
#3326 247,13-Oct-20,Tuesday,9,Visa,PIN,£8,ATM,Products,USA,USA,United Kingdom,F,25,Barclays,1
#3077 540,14-Oct-20,Wednesday,21,Visa,PIN,£240,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,27.9,HSBC,0
#3432 785,13-Oct-20,Tuesday,1,Visa,PIN,£368,ATM,Electronics,India,India,United Kingdom,M,49.6,HSBC,1
#3622 158,13-Oct-20,Tuesday,20,Visa,PIN,£305,POS,Food,United Kingdom,Russia,United Kingdom,F,52.5,Barlcays,0
#3267 155,13-Oct-20,Tuesday,21,Visa,PIN,£315,ATM,Children,United Kingdom,Russia,United Kingdom,M,32.3,Barclays,0
#3291 419,14-Oct-20,Wednesday,19,MasterCard,PIN,£371,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,47.2,Metro,0
#3420 777,13-Oct-20,Tuesday,17,MasterCard,CVC,£38,Online,Food,China,China,United Kingdom,M,60.7,Monzo,0
#3633 335,14-Oct-20,Wednesday,23,MasterCard,PIN,£18,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,60.8,Lloyds,0
#3133 235,14-Oct-20,Wednesday,15,MasterCard,CVC,£22,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,45.2,Barclays,0
#3219 980,13-Oct-20,Tuesday,10,Visa,PIN,£165,ATM,Food,United Kingdom,India,United Kingdom,M,43.9,RBS,0
#3049 609,14-Oct-20,Wednesday,9,MasterCard,PIN,£314,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,48.5,Lloyds,0
#3216 241,13-Oct-20,Tuesday,23,MasterCard,PIN,£19,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,43.1,Lloyds,0
#3569 592,13-Oct-20,Tuesday,11,MasterCard,PIN,£13,ATM,Food,India,India,United Kingdom,M,59.9,HSBC,0
#3131 916,13-Oct-20,Tuesday,0,MasterCard,CVC,£214,Online,Entertainment,China,China,United Kingdom,F,44.2,Halifax,1
#2716 543,14-Oct-20,Wednesday,23,Visa,PIN,£19,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,50.2,Monzo,0
#3662 530,13-Oct-20,Tuesday,11,Visa,PIN,£174,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,49,RBS,0
#3252 498,13-Oct-20,Tuesday,15,Visa,CVC,£259,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,53.9,Metro,0
#2994 333,14-Oct-20,Wednesday,11,Visa,PIN,£8,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,37.8,Metro,0
#3304 917,13-Oct-20,Tuesday,7,Visa,CVC,£28,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,57.3,Lloyds,0
#2559 049,13-Oct-20,Tuesday,10,MasterCard,CVC,£373,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,23.7,RBS,0
